gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,PreviousGrade,ExtracurricularActivities,LearningStyle,PersonalityType,MotivationLevel,ComputerUsage,InternetAccess,Friendships,PeerInfluence,ParentalEducation,ParentTeacherMeetings,PhysicalActivity,SleepDuration,AttitudeTowardsSubjects,BehavioralIssues,raisedhands,VisITedResources,AnnouncementsView,Discussion
F,cn,UK,middlelevel,G-04,B,Science,S,Father,No,Good,Above-7,L,A,Yes,Auditory,Introvert,Medium,High,No,Some,Neutral,Master,No,Inactive,Adequate,Negative,No,56,30,14,46
F,saudi,UK,middlelevel,G-04,C,History,F,Mother,No,Bad,Under-7,M,C,Yes,Auditory,Introvert,Medium,High,No,Some,Neutral,PhD,No,Active,Insufficient,Negative,No,79,29,2,48
F,ind,India,middlelevel,G-07,B,Science,S,Mother,No,Good,Above-7,L,C,Yes,Auditory,Extrovert,Medium,High,No,None,Positive,Master,Yes,Inactive,Adequate,Negative,Yes,10,96,18,34
F,cn,China,middlelevel,G-06,A,Science,S,Guardian,No,Good,Above-7,L,D,No,Kinesthetic,Extrovert,High,High,No,None,Neutral,PhD,Yes,Active,Insufficient,Positive,Yes,69,72,3,16
M,us,Saudi Arabia,preschool,G-04,B,IT,F,Mother,No,Bad,Above-7,H,D,No,Kinesthetic,Extrovert,Medium,Medium,Yes,None,Neutral,HighSchool,No,Inactive,Insufficient,Negative,Yes,34,18,20,10
F,uk,France,highlevel,G-04,D,Math,S,Guardian,No,Good,Under-7,M,E,Yes,Auditory,Extrovert,High,Low,No,Some,Positive,Bachelor,Yes,Active,Insufficient,Positive,Yes,7,30,0,9
M,fr,France,highlevel,G-07,B,Science,F,Father,No,Good,Under-7,L,A,No,Kinesthetic,Introvert,High,Low,No,Many,Positive,Bachelor,Yes,Moderate,Insufficient,Positive,Yes,34,16,13,39
M,us,Saudi Arabia,middlelevel,G-05,E,History,S,Father,Yes,Good,Above-7,L,A,No,Auditory,Extrovert,High,High,Yes,Some,Negative,HighSchool,Yes,Inactive,Insufficient,Negative,Yes,14,73,17,15
F,uk,UK,preschool,G-07,C,History,F,Father,Yes,Bad,Above-7,H,C,No,Visual,Extrovert,Low,Medium,No,None,Neutral,PhD,Yes,Moderate,Insufficient,Neutral,Yes,97,61,3,28
F,ind,China,middlelevel,G-05,E,IT,F,Mother,Yes,Good,Under-7,M,D,No,Auditory,Extrovert,Low,High,Yes,None,Neutral,PhD,No,Moderate,Insufficient,Negative,No,76,11,18,27
F,fr,Saudi Arabia,preschool,G-05,E,English,S,Mother,Yes,Bad,Under-7,M,A,No,Kinesthetic,Introvert,Low,Low,Yes,Some,Neutral,PhD,No,Inactive,Adequate,Negative,No,25,28,4,45
F,saudi,India,lowerlevel,G-06,D,Science,S,Father,Yes,Good,Above-7,M,E,No,Auditory,Introvert,Low,Low,Yes,None,Neutral,PhD,No,Active,Insufficient,Positive,No,45,72,16,17
M,fr,UK,preschool,G-07,D,Science,S,Guardian,Yes,Good,Under-7,H,B,No,Visual,Extrovert,Low,Medium,No,Many,Positive,Master,Yes,Active,Insufficient,Negative,No,77,44,10,45
F,us,USA,highlevel,G-07,C,English,F,Guardian,No,Bad,Above-7,M,D,No,Visual,Introvert,Low,High,Yes,Many,Positive,Master,Yes,Moderate,Adequate,Negative,Yes,81,65,13,37
F,ind,France,middlelevel,G-06,C,Science,S,Father,Yes,Good,Under-7,M,D,Yes,Visual,Introvert,High,High,Yes,None,Positive,Master,No,Moderate,Adequate,Negative,No,26,71,20,41
M,fr,Saudi Arabia,lowerlevel,G-07,B,IT,F,Guardian,Yes,Good,Above-7,M,A,No,Auditory,Introvert,Medium,Low,No,Many,Negative,HighSchool,Yes,Inactive,Adequate,Negative,Yes,46,24,20,12
F,fr,Saudi Arabia,highlevel,G-06,D,Math,S,Mother,No,Good,Above-7,L,D,Yes,Kinesthetic,Introvert,High,High,Yes,Many,Negative,Bachelor,No,Moderate,Adequate,Positive,Yes,76,60,7,25
F,us,UK,lowerlevel,G-04,C,Math,F,Father,Yes,Good,Under-7,M,E,No,Auditory,Introvert,Low,Low,No,None,Negative,HighSchool,Yes,Moderate,Adequate,Positive,No,68,44,3,18
F,fr,Saudi Arabia,preschool,G-07,B,History,F,Guardian,No,Good,Above-7,M,D,Yes,Auditory,Extrovert,High,Low,Yes,None,Positive,HighSchool,Yes,Moderate,Adequate,Neutral,No,48,46,8,46
M,cn,USA,lowerlevel,G-07,B,Science,F,Father,No,Bad,Under-7,M,E,Yes,Kinesthetic,Introvert,Low,Medium,No,Many,Positive,Master,No,Active,Insufficient,Positive,Yes,64,63,20,24
F,cn,Saudi Arabia,highlevel,G-06,D,IT,S,Father,Yes,Bad,Under-7,L,B,Yes,Kinesthetic,Extrovert,Low,Medium,No,Some,Negative,Master,No,Moderate,Adequate,Neutral,Yes,98,65,5,7
M,us,India,highlevel,G-04,C,History,S,Guardian,No,Bad,Above-7,M,B,Yes,Auditory,Introvert,Low,High,Yes,Many,Negative,Bachelor,Yes,Inactive,Insufficient,Neutral,No,15,87,11,39
F,fr,France,lowerlevel,G-05,B,History,S,Mother,No,Good,Above-7,M,D,No,Visual,Introvert,Low,Low,Yes,Some,Negative,Bachelor,No,Active,Insufficient,Positive,No,66,23,12,25
F,fr,China,preschool,G-06,E,History,F,Guardian,Yes,Good,Under-7,L,C,No,Auditory,Extrovert,Low,High,Yes,None,Negative,HighSchool,No,Inactive,Adequate,Neutral,No,77,57,17,17
F,cn,China,middlelevel,G-05,B,Science,S,Mother,Yes,Bad,Above-7,M,B,Yes,Kinesthetic,Introvert,Medium,Low,Yes,None,Positive,HighSchool,Yes,Active,Insufficient,Negative,Yes,32,46,0,12
F,ind,Saudi Arabia,preschool,G-04,E,History,F,Father,No,Good,Under-7,H,D,Yes,Kinesthetic,Extrovert,Medium,High,No,Many,Negative,Bachelor,No,Inactive,Insufficient,Neutral,Yes,71,29,17,26
F,fr,China,preschool,G-07,C,English,F,Mother,No,Good,Under-7,H,D,No,Visual,Introvert,High,High,Yes,Many,Neutral,Bachelor,No,Active,Insufficient,Neutral,Yes,96,53,0,37
F,saudi,China,preschool,G-04,D,English,S,Mother,Yes,Bad,Under-7,M,A,Yes,Auditory,Extrovert,High,High,No,None,Neutral,Master,Yes,Inactive,Insufficient,Negative,No,44,43,7,27
F,uk,UK,lowerlevel,G-06,B,Math,S,Father,No,Bad,Under-7,L,C,No,Auditory,Introvert,Low,Medium,No,None,Neutral,Master,Yes,Moderate,Insufficient,Positive,No,86,6,7,29
M,uk,China,middlelevel,G-07,B,History,F,Guardian,Yes,Good,Under-7,M,D,No,Auditory,Extrovert,Medium,Medium,No,Many,Negative,Master,Yes,Inactive,Insufficient,Positive,No,100,50,20,40
M,us,China,middlelevel,G-07,A,History,S,Father,Yes,Bad,Above-7,L,C,No,Auditory,Introvert,High,Low,Yes,None,Neutral,Master,Yes,Moderate,Adequate,Negative,Yes,59,13,12,30
F,cn,France,highlevel,G-04,B,Math,F,Father,Yes,Good,Under-7,L,E,Yes,Visual,Extrovert,Medium,Low,No,None,Positive,PhD,No,Active,Adequate,Negative,Yes,54,4,11,15
F,saudi,China,highlevel,G-04,C,Math,S,Father,Yes,Bad,Above-7,L,C,No,Kinesthetic,Extrovert,Low,Medium,Yes,Many,Negative,Bachelor,Yes,Moderate,Insufficient,Neutral,Yes,3,29,19,50
F,uk,Saudi Arabia,lowerlevel,G-04,B,English,F,Mother,No,Bad,Under-7,M,E,No,Visual,Extrovert,Medium,Medium,No,Many,Negative,PhD,Yes,Moderate,Insufficient,Positive,Yes,94,68,11,12
F,uk,Saudi Arabia,highlevel,G-07,A,Science,F,Father,No,Good,Above-7,L,D,No,Kinesthetic,Introvert,Low,Medium,No,Many,Negative,Master,No,Active,Insufficient,Negative,Yes,23,43,8,44
F,saudi,China,middlelevel,G-05,B,English,F,Mother,No,Good,Above-7,H,A,No,Kinesthetic,Extrovert,Medium,Low,Yes,None,Neutral,HighSchool,No,Active,Insufficient,Positive,No,76,3,1,4
M,fr,Saudi Arabia,highlevel,G-07,B,IT,F,Mother,Yes,Bad,Above-7,L,B,No,Kinesthetic,Introvert,Low,Low,Yes,Some,Positive,Master,Yes,Moderate,Insufficient,Negative,Yes,59,64,16,21
M,fr,Saudi Arabia,highlevel,G-04,A,Science,F,Guardian,No,Good,Under-7,M,E,No,Auditory,Introvert,Medium,High,Yes,Some,Negative,Master,No,Moderate,Insufficient,Neutral,Yes,18,39,0,13
F,cn,China,highlevel,G-06,E,Science,F,Guardian,Yes,Good,Above-7,H,D,No,Auditory,Introvert,High,Medium,Yes,None,Negative,HighSchool,Yes,Active,Adequate,Positive,No,92,19,18,28
M,uk,USA,preschool,G-07,E,English,S,Mother,No,Bad,Above-7,L,A,No,Auditory,Introvert,Low,High,No,Many,Neutral,Master,Yes,Active,Insufficient,Neutral,Yes,100,22,3,5
F,ind,France,middlelevel,G-05,C,English,S,Father,No,Good,Under-7,L,C,No,Visual,Extrovert,High,Low,Yes,None,Negative,Master,No,Inactive,Insufficient,Neutral,No,29,30,13,23
F,saudi,Saudi Arabia,highlevel,G-04,E,Science,F,Mother,Yes,Good,Under-7,M,B,Yes,Visual,Introvert,Low,High,Yes,None,Positive,Master,Yes,Inactive,Adequate,Negative,No,46,13,9,30
F,uk,France,preschool,G-07,D,History,S,Mother,No,Good,Above-7,L,B,No,Kinesthetic,Extrovert,Medium,Medium,Yes,None,Neutral,Master,No,Inactive,Adequate,Positive,No,87,53,9,40
F,saudi,USA,preschool,G-07,C,IT,S,Mother,No,Good,Above-7,H,D,Yes,Auditory,Extrovert,Low,High,No,None,Negative,HighSchool,Yes,Active,Insufficient,Neutral,No,100,83,13,22
F,fr,France,middlelevel,G-05,B,English,S,Mother,No,Bad,Above-7,L,E,Yes,Auditory,Extrovert,Medium,High,Yes,Some,Positive,Master,Yes,Active,Adequate,Positive,Yes,88,100,12,29
M,us,USA,preschool,G-06,A,IT,S,Father,Yes,Bad,Above-7,H,E,Yes,Visual,Introvert,Low,Low,Yes,Some,Positive,HighSchool,No,Moderate,Adequate,Positive,No,93,3,16,12
M,saudi,Saudi Arabia,middlelevel,G-06,A,Science,S,Guardian,Yes,Good,Under-7,M,D,Yes,Auditory,Introvert,Medium,Medium,Yes,Some,Negative,Bachelor,No,Active,Insufficient,Positive,Yes,85,42,4,11
F,ind,Saudi Arabia,lowerlevel,G-07,C,History,S,Father,Yes,Bad,Above-7,M,B,Yes,Auditory,Introvert,Low,High,No,Some,Positive,HighSchool,No,Moderate,Insufficient,Positive,No,12,97,0,19
M,us,China,lowerlevel,G-05,D,Math,S,Guardian,No,Bad,Above-7,M,A,Yes,Auditory,Extrovert,High,Medium,No,Some,Positive,HighSchool,No,Moderate,Adequate,Negative,No,36,48,19,28
M,uk,China,middlelevel,G-05,B,IT,S,Father,No,Good,Under-7,H,E,Yes,Auditory,Introvert,High,Medium,Yes,Some,Positive,Bachelor,Yes,Inactive,Adequate,Positive,No,83,49,7,27
M,fr,China,lowerlevel,G-06,C,English,F,Mother,Yes,Bad,Above-7,H,A,Yes,Auditory,Introvert,Low,Low,Yes,Many,Neutral,Master,Yes,Inactive,Adequate,Neutral,Yes,93,92,13,3
M,fr,France,highlevel,G-07,C,Science,F,Guardian,Yes,Bad,Under-7,M,E,No,Auditory,Introvert,Medium,High,No,None,Positive,PhD,No,Active,Insufficient,Positive,Yes,48,60,8,49
M,us,UK,lowerlevel,G-07,B,History,S,Guardian,Yes,Good,Above-7,M,C,Yes,Visual,Extrovert,Low,High,No,None,Positive,HighSchool,Yes,Inactive,Insufficient,Positive,Yes,91,48,18,14
M,saudi,India,preschool,G-06,D,IT,S,Mother,No,Good,Under-7,H,D,Yes,Kinesthetic,Introvert,High,Low,Yes,Many,Positive,Master,Yes,Moderate,Adequate,Neutral,No,86,48,4,13
M,cn,USA,preschool,G-07,C,English,F,Father,Yes,Bad,Above-7,H,D,No,Kinesthetic,Introvert,Low,Medium,Yes,Some,Positive,Bachelor,Yes,Moderate,Adequate,Neutral,No,19,92,1,23
M,fr,China,highlevel,G-04,A,Math,S,Mother,No,Bad,Above-7,L,E,No,Kinesthetic,Extrovert,Low,Medium,No,None,Positive,PhD,No,Inactive,Insufficient,Neutral,Yes,56,2,6,9
M,uk,France,middlelevel,G-05,C,Math,S,Father,No,Bad,Under-7,M,D,Yes,Visual,Extrovert,High,Low,Yes,Many,Negative,HighSchool,No,Moderate,Adequate,Neutral,Yes,49,64,0,23
M,ind,USA,highlevel,G-07,C,Math,F,Mother,No,Good,Above-7,L,C,Yes,Visual,Introvert,High,Low,Yes,Many,Neutral,PhD,No,Active,Insufficient,Positive,Yes,26,1,6,24
F,ind,Saudi Arabia,lowerlevel,G-04,E,History,F,Father,Yes,Good,Under-7,L,C,Yes,Kinesthetic,Introvert,Low,Low,Yes,Many,Neutral,Master,No,Inactive,Adequate,Positive,Yes,93,95,13,32
M,fr,China,lowerlevel,G-04,A,IT,F,Guardian,No,Bad,Under-7,L,D,Yes,Visual,Extrovert,High,Medium,No,Many,Negative,PhD,Yes,Active,Adequate,Negative,No,100,30,2,25
M,saudi,India,lowerlevel,G-07,B,History,F,Father,No,Bad,Above-7,H,A,Yes,Visual,Extrovert,Medium,Low,No,None,Positive,Master,Yes,Inactive,Adequate,Positive,No,10,2,1,33
F,uk,India,lowerlevel,G-07,A,English,S,Father,No,Bad,Under-7,L,E,Yes,Auditory,Extrovert,Medium,High,Yes,Some,Positive,HighSchool,Yes,Moderate,Adequate,Negative,Yes,68,35,9,6
F,fr,USA,highlevel,G-04,E,English,S,Father,Yes,Good,Under-7,L,D,No,Visual,Extrovert,Medium,Medium,No,Many,Positive,Master,No,Inactive,Insufficient,Positive,Yes,97,79,16,5
M,uk,UK,lowerlevel,G-07,E,English,F,Father,Yes,Bad,Above-7,L,C,No,Auditory,Introvert,Low,Low,Yes,Some,Negative,HighSchool,Yes,Active,Insufficient,Negative,Yes,41,50,9,45
F,us,UK,middlelevel,G-07,A,Science,S,Guardian,Yes,Good,Above-7,M,D,Yes,Kinesthetic,Introvert,Low,High,No,None,Neutral,Bachelor,No,Moderate,Insufficient,Positive,No,72,65,9,36
M,fr,Saudi Arabia,preschool,G-06,B,IT,F,Mother,Yes,Good,Under-7,H,E,Yes,Kinesthetic,Extrovert,Medium,Low,Yes,None,Neutral,Bachelor,Yes,Moderate,Insufficient,Neutral,Yes,94,70,20,41
M,ind,Saudi Arabia,preschool,G-07,B,History,S,Father,No,Bad,Under-7,M,D,No,Auditory,Introvert,Low,Medium,Yes,Many,Negative,Master,Yes,Inactive,Insufficient,Positive,Yes,2,90,3,1
M,us,USA,lowerlevel,G-04,D,Science,S,Mother,Yes,Good,Above-7,L,C,No,Auditory,Extrovert,Medium,High,Yes,Many,Neutral,Master,Yes,Active,Insufficient,Positive,Yes,25,89,10,9
F,ind,UK,preschool,G-06,A,English,F,Guardian,No,Good,Under-7,H,E,No,Visual,Introvert,Low,High,Yes,None,Neutral,Bachelor,No,Inactive,Insufficient,Negative,Yes,13,77,0,19
F,us,India,preschool,G-07,B,English,S,Guardian,No,Bad,Above-7,L,B,Yes,Visual,Introvert,Medium,Low,Yes,Many,Positive,Master,Yes,Inactive,Insufficient,Neutral,Yes,36,81,4,38
M,fr,Saudi Arabia,highlevel,G-06,C,Math,F,Father,Yes,Bad,Under-7,H,E,Yes,Auditory,Introvert,Medium,High,Yes,Some,Positive,Master,No,Active,Adequate,Neutral,Yes,5,56,15,27
M,saudi,USA,lowerlevel,G-05,B,IT,F,Guardian,No,Bad,Under-7,M,A,Yes,Auditory,Introvert,Low,Low,No,Many,Positive,HighSchool,No,Moderate,Insufficient,Neutral,Yes,11,19,2,34
M,ind,China,lowerlevel,G-05,B,IT,F,Father,Yes,Good,Under-7,H,D,Yes,Auditory,Extrovert,High,Low,Yes,None,Negative,PhD,No,Inactive,Adequate,Neutral,No,3,54,11,5
M,ind,India,lowerlevel,G-05,D,English,S,Father,No,Good,Above-7,H,A,Yes,Auditory,Extrovert,Low,Medium,Yes,Many,Neutral,PhD,No,Active,Insufficient,Positive,Yes,12,93,8,17
M,saudi,UK,preschool,G-06,D,Math,F,Mother,No,Bad,Above-7,M,A,Yes,Visual,Extrovert,Low,Medium,Yes,Some,Positive,Bachelor,Yes,Moderate,Adequate,Positive,Yes,56,37,20,1
M,uk,China,preschool,G-04,D,History,F,Mother,Yes,Good,Above-7,H,B,Yes,Auditory,Introvert,Low,Medium,No,Some,Neutral,Bachelor,No,Inactive,Adequate,Positive,Yes,53,88,4,35
F,uk,India,lowerlevel,G-04,C,IT,S,Mother,Yes,Good,Above-7,H,A,Yes,Kinesthetic,Introvert,High,Low,Yes,Many,Negative,HighSchool,Yes,Active,Adequate,Negative,Yes,45,24,11,21
M,fr,France,middlelevel,G-06,E,History,F,Guardian,No,Good,Above-7,L,D,Yes,Kinesthetic,Introvert,Medium,High,No,Some,Positive,Bachelor,No,Active,Adequate,Neutral,No,67,14,16,18
F,cn,India,preschool,G-05,C,IT,S,Father,Yes,Bad,Under-7,L,D,No,Auditory,Introvert,Medium,High,No,Some,Neutral,HighSchool,Yes,Moderate,Insufficient,Neutral,Yes,32,61,19,20
M,cn,China,preschool,G-07,D,IT,F,Guardian,No,Bad,Above-7,H,B,No,Auditory,Extrovert,Medium,Low,Yes,None,Negative,Master,Yes,Active,Adequate,Positive,Yes,63,81,18,37
M,fr,France,middlelevel,G-04,E,History,F,Guardian,No,Good,Above-7,L,D,Yes,Auditory,Introvert,Medium,High,No,Some,Neutral,Master,No,Moderate,Adequate,Neutral,Yes,84,93,0,29
F,cn,USA,middlelevel,G-04,A,English,F,Mother,No,Good,Under-7,L,A,No,Auditory,Introvert,High,High,Yes,Some,Negative,HighSchool,No,Active,Insufficient,Positive,Yes,41,36,16,34
F,ind,Saudi Arabia,preschool,G-06,C,Science,S,Father,Yes,Good,Under-7,L,D,Yes,Kinesthetic,Extrovert,High,High,No,Some,Positive,Master,No,Inactive,Adequate,Positive,No,73,31,8,32
F,uk,Saudi Arabia,preschool,G-04,A,History,F,Guardian,Yes,Bad,Above-7,M,A,Yes,Auditory,Extrovert,Medium,High,Yes,Some,Neutral,Bachelor,No,Moderate,Insufficient,Negative,No,46,20,18,4
M,cn,India,preschool,G-04,E,Science,S,Father,Yes,Good,Under-7,H,E,Yes,Auditory,Introvert,Medium,Medium,No,Some,Negative,Master,Yes,Inactive,Insufficient,Neutral,Yes,79,20,18,44
F,cn,India,lowerlevel,G-04,A,History,S,Mother,Yes,Good,Above-7,M,E,Yes,Visual,Extrovert,Low,High,No,Some,Neutral,Bachelor,No,Active,Adequate,Positive,Yes,61,28,15,49
F,fr,India,middlelevel,G-04,A,IT,S,Guardian,No,Good,Under-7,L,A,No,Visual,Introvert,High,Medium,Yes,Many,Neutral,Bachelor,Yes,Inactive,Insufficient,Negative,Yes,15,51,12,9
M,fr,Saudi Arabia,highlevel,G-04,B,Science,S,Father,Yes,Good,Under-7,H,C,Yes,Auditory,Extrovert,Low,High,Yes,Some,Neutral,Master,No,Moderate,Adequate,Positive,No,21,52,4,0
F,ind,China,preschool,G-06,D,English,S,Mother,Yes,Bad,Under-7,H,A,No,Auditory,Introvert,Medium,High,No,None,Positive,HighSchool,No,Active,Adequate,Positive,Yes,99,93,0,47
F,fr,USA,highlevel,G-06,B,IT,F,Father,Yes,Good,Above-7,M,B,Yes,Kinesthetic,Extrovert,High,Medium,No,None,Neutral,HighSchool,No,Moderate,Adequate,Negative,No,52,92,14,43
M,ind,UK,lowerlevel,G-07,B,History,F,Mother,No,Good,Under-7,L,A,Yes,Visual,Introvert,Medium,Low,Yes,None,Negative,HighSchool,Yes,Active,Adequate,Positive,No,49,29,18,39
F,us,India,highlevel,G-06,A,Science,S,Mother,No,Good,Under-7,L,D,Yes,Kinesthetic,Introvert,High,Low,No,None,Neutral,Master,No,Active,Adequate,Negative,Yes,68,93,12,40
F,uk,India,lowerlevel,G-07,E,IT,F,Mother,Yes,Good,Under-7,M,D,No,Visual,Introvert,High,High,No,Some,Negative,Bachelor,Yes,Inactive,Insufficient,Positive,Yes,82,98,8,17
M,saudi,UK,middlelevel,G-04,C,Math,F,Guardian,No,Good,Under-7,L,B,Yes,Visual,Extrovert,Low,Medium,Yes,None,Positive,Master,Yes,Active,Insufficient,Positive,Yes,74,79,9,9
M,saudi,India,middlelevel,G-05,A,English,S,Mother,No,Good,Under-7,M,C,No,Visual,Extrovert,Medium,Low,Yes,Many,Negative,HighSchool,Yes,Inactive,Adequate,Positive,Yes,96,84,2,3
M,ind,India,preschool,G-06,E,IT,S,Guardian,No,Bad,Above-7,L,B,No,Auditory,Extrovert,Low,High,Yes,None,Positive,Bachelor,No,Moderate,Insufficient,Positive,Yes,83,59,19,38
M,us,Saudi Arabia,highlevel,G-07,C,Science,F,Guardian,No,Good,Under-7,M,D,No,Kinesthetic,Extrovert,Medium,Medium,Yes,Some,Positive,HighSchool,No,Inactive,Adequate,Negative,No,75,50,13,22
F,fr,France,preschool,G-06,C,Science,F,Guardian,Yes,Bad,Under-7,H,C,Yes,Auditory,Extrovert,High,High,Yes,Some,Positive,HighSchool,No,Active,Adequate,Positive,No,22,45,11,35
F,ind,China,middlelevel,G-07,C,Math,F,Mother,No,Good,Above-7,M,C,No,Visual,Extrovert,Low,High,No,None,Positive,PhD,Yes,Moderate,Insufficient,Positive,No,1,39,13,21
F,us,USA,highlevel,G-05,E,History,F,Father,Yes,Good,Above-7,M,E,No,Auditory,Extrovert,High,High,Yes,None,Negative,PhD,No,Moderate,Insufficient,Positive,No,74,30,13,37
M,us,France,lowerlevel,G-05,C,Science,S,Guardian,Yes,Good,Above-7,L,B,No,Kinesthetic,Introvert,Low,Low,Yes,None,Neutral,Master,No,Active,Adequate,Negative,Yes,82,11,12,44
F,saudi,India,preschool,G-06,A,IT,F,Father,No,Good,Above-7,M,D,No,Auditory,Introvert,Low,Low,Yes,Many,Positive,HighSchool,No,Moderate,Adequate,Negative,Yes,12,0,1,13
M,cn,China,middlelevel,G-06,C,IT,F,Guardian,No,Bad,Above-7,M,D,Yes,Visual,Introvert,High,Low,No,Many,Positive,PhD,No,Active,Adequate,Positive,No,61,56,18,22
F,uk,China,highlevel,G-04,E,Math,S,Mother,No,Good,Under-7,M,A,Yes,Kinesthetic,Introvert,High,High,Yes,None,Negative,Bachelor,No,Moderate,Adequate,Negative,No,99,28,7,2
M,ind,France,highlevel,G-04,A,English,F,Guardian,No,Bad,Under-7,H,A,Yes,Auditory,Extrovert,High,Low,Yes,None,Neutral,Master,No,Moderate,Insufficient,Positive,No,77,33,14,13
M,cn,Saudi Arabia,preschool,G-05,C,IT,S,Guardian,No,Bad,Under-7,H,D,Yes,Auditory,Extrovert,Low,Medium,Yes,None,Negative,Master,No,Active,Insufficient,Neutral,Yes,64,85,10,8
F,saudi,UK,middlelevel,G-04,A,IT,F,Guardian,No,Good,Under-7,L,D,No,Visual,Introvert,Low,Medium,No,Some,Negative,Master,Yes,Inactive,Adequate,Positive,Yes,43,50,2,4
F,saudi,France,lowerlevel,G-05,D,IT,S,Mother,Yes,Bad,Above-7,H,C,No,Kinesthetic,Introvert,Medium,Low,Yes,Some,Neutral,Bachelor,Yes,Moderate,Adequate,Neutral,Yes,16,42,2,4
M,us,France,highlevel,G-07,C,Math,S,Father,Yes,Bad,Above-7,M,E,Yes,Visual,Introvert,Medium,High,No,None,Neutral,HighSchool,No,Moderate,Adequate,Negative,No,100,65,5,15
M,fr,UK,highlevel,G-06,B,English,F,Father,Yes,Good,Above-7,M,B,No,Auditory,Extrovert,Medium,Low,No,Some,Neutral,Master,No,Moderate,Adequate,Negative,Yes,81,4,10,9
F,saudi,France,preschool,G-04,A,English,S,Father,No,Good,Under-7,H,A,Yes,Kinesthetic,Introvert,Medium,Low,Yes,Some,Negative,HighSchool,No,Inactive,Insufficient,Neutral,Yes,1,7,20,2
F,us,UK,lowerlevel,G-07,E,History,S,Mother,No,Bad,Under-7,M,B,Yes,Visual,Extrovert,High,Medium,No,None,Positive,HighSchool,No,Active,Adequate,Positive,Yes,10,78,12,25
F,uk,Saudi Arabia,highlevel,G-07,C,Science,S,Guardian,Yes,Good,Under-7,M,A,Yes,Visual,Introvert,Medium,Medium,No,Some,Negative,Bachelor,No,Moderate,Insufficient,Neutral,No,27,66,7,17
M,saudi,Saudi Arabia,preschool,G-07,D,Science,F,Mother,No,Bad,Above-7,L,E,No,Kinesthetic,Extrovert,High,Low,Yes,Some,Negative,Master,Yes,Moderate,Adequate,Negative,No,18,97,13,5
F,fr,Saudi Arabia,lowerlevel,G-04,B,History,S,Father,No,Bad,Under-7,L,B,No,Auditory,Extrovert,Medium,Low,No,Some,Positive,Master,Yes,Active,Insufficient,Neutral,Yes,72,50,0,42
F,uk,France,preschool,G-06,C,Math,F,Guardian,Yes,Bad,Under-7,L,D,Yes,Visual,Introvert,Low,High,Yes,Many,Negative,HighSchool,No,Inactive,Adequate,Negative,No,21,37,19,15
F,cn,France,middlelevel,G-06,D,IT,S,Guardian,Yes,Good,Above-7,L,E,No,Visual,Extrovert,Low,Low,Yes,Some,Neutral,PhD,No,Moderate,Adequate,Negative,Yes,32,29,17,49
F,saudi,France,preschool,G-04,A,English,F,Father,Yes,Good,Above-7,M,E,No,Auditory,Extrovert,Medium,Low,No,None,Positive,Master,No,Inactive,Insufficient,Negative,Yes,16,44,18,15
F,fr,UK,preschool,G-04,D,English,S,Guardian,Yes,Bad,Under-7,M,A,No,Kinesthetic,Extrovert,High,High,Yes,None,Negative,Master,Yes,Moderate,Insufficient,Negative,No,16,84,6,10
F,fr,UK,highlevel,G-06,C,History,S,Father,Yes,Bad,Above-7,M,D,Yes,Kinesthetic,Extrovert,High,Medium,No,Some,Positive,Bachelor,Yes,Moderate,Adequate,Negative,No,77,54,6,1
F,saudi,UK,highlevel,G-06,A,Science,S,Father,Yes,Bad,Under-7,H,D,Yes,Auditory,Introvert,Medium,High,Yes,Many,Negative,PhD,No,Inactive,Insufficient,Neutral,Yes,1,63,16,16
M,saudi,Saudi Arabia,highlevel,G-06,A,Science,F,Mother,No,Bad,Above-7,H,C,No,Kinesthetic,Extrovert,Low,High,Yes,None,Neutral,PhD,Yes,Active,Adequate,Positive,Yes,28,65,8,22
F,cn,China,lowerlevel,G-04,E,Math,S,Guardian,No,Bad,Under-7,M,E,Yes,Visual,Extrovert,High,Medium,No,Many,Positive,HighSchool,No,Inactive,Insufficient,Neutral,Yes,82,81,20,5
F,fr,USA,highlevel,G-05,A,Math,S,Guardian,Yes,Good,Above-7,M,E,Yes,Visual,Extrovert,Medium,High,No,Some,Positive,HighSchool,Yes,Inactive,Insufficient,Negative,No,95,73,8,16
F,uk,USA,preschool,G-07,E,IT,F,Father,Yes,Bad,Above-7,L,B,Yes,Auditory,Introvert,Low,Medium,No,None,Negative,Bachelor,Yes,Active,Adequate,Positive,No,74,21,17,42
M,cn,India,lowerlevel,G-04,E,IT,F,Mother,No,Bad,Above-7,L,D,Yes,Auditory,Introvert,Low,High,No,Some,Positive,Bachelor,No,Moderate,Adequate,Positive,No,76,36,6,46
M,fr,India,preschool,G-05,E,Math,F,Father,No,Good,Under-7,H,D,No,Kinesthetic,Introvert,Medium,Low,No,Many,Positive,Master,No,Moderate,Insufficient,Positive,No,19,3,11,35
M,cn,USA,middlelevel,G-05,D,IT,S,Father,Yes,Bad,Above-7,L,C,Yes,Auditory,Extrovert,Low,High,No,Some,Positive,Master,Yes,Active,Insufficient,Neutral,Yes,40,61,4,0
